"nparticles","tvals","V1","V2","V3","V4","V5","V6","V7","V8"
2,13.4489656607187,0.21,0.79,0,0,0,0,0,0
2,13.521859783541,0.11,0.89,0,0,0,0,0,0
2,13.5947539063633,0.17,0.83,0,0,0,0,0,0
2,13.6676480291856,0.15,0.85,0,0,0,0,0,0
2,13.740542152008,0.16,0.84,0,0,0,0,0,0
2,13.8134362748303,0.12,0.88,0,0,0,0,0,0
2,13.8863303976526,0.18,0.82,0,0,0,0,0,0
2,13.9592245204749,0.17,0.83,0,0,0,0,0,0
2,14.0321186432972,0.22,0.78,0,0,0,0,0,0
2,14.1050127661196,0.17,0.83,0,0,0,0,0,0
2,14.1779068889419,0.18,0.82,0,0,0,0,0,0
2,14.2508010117642,0.1,0.9,0,0,0,0,0,0
2,14.3236951345865,0.15,0.85,0,0,0,0,0,0
